"num","artmonthyear","counts","artmont","artyear","artyearnum","artmontnum","sortnum","yearmonth"
"1","Jan   1851",0,"Jan","1851",1851,1,1851.01,"1851.01"
"166","Feb   1851",0,"Feb","1851",1851,2,1851.02,"1851.02"
"331","Mar   1851",0,"Mar","1851",1851,3,1851.03,"1851.03"
"496","Apr   1851",0,"Apr","1851",1851,4,1851.04,"1851.04"
"661","May   1851",0,"May","1851",1851,5,1851.05,"1851.05"
"826","Jun   1851",0,"Jun","1851",1851,6,1851.06,"1851.06"
"991","Jul   1851",0,"Jul","1851",1851,7,1851.07,"1851.07"
"1156","Aug   1851",0,"Aug","1851",1851,8,1851.08,"1851.08"
"1321","Sep   1851",2,"Sep","1851",1851,9,1851.09,"1851.09"
"1486","Oct   1851",1,"Oct","1851",1851,10,1851.1,"1851.1"
"1651","Nov   1851",2,"Nov","1851",1851,11,1851.11,"1851.11"
"1816","Dec   1851",1,"Dec","1851",1851,12,1851.12,"1851.12"
"2","Jan   1852",4,"Jan","1852",1852,1,1852.01,"1852.01"
"167","Feb   1852",1,"Feb","1852",1852,2,1852.02,"1852.02"
"332","Mar   1852",1,"Mar","1852",1852,3,1852.03,"1852.03"
"497","Apr   1852",2,"Apr","1852",1852,4,1852.04,"1852.04"
"662","May   1852",2,"May","1852",1852,5,1852.05,"1852.05"
"827","Jun   1852",0,"Jun","1852",1852,6,1852.06,"1852.06"
"992","Jul   1852",1,"Jul","1852",1852,7,1852.07,"1852.07"
"1157","Aug   1852",1,"Aug","1852",1852,8,1852.08,"1852.08"
"1322","Sep   1852",2,"Sep","1852",1852,9,1852.09,"1852.09"
"1487","Oct   1852",2,"Oct","1852",1852,10,1852.1,"1852.1"
"1652","Nov   1852",4,"Nov","1852",1852,11,1852.11,"1852.11"
"1817","Dec   1852",1,"Dec","1852",1852,12,1852.12,"1852.12"
"3","Jan   1853",1,"Jan","1853",1853,1,1853.01,"1853.01"
"168","Feb   1853",2,"Feb","1853",1853,2,1853.02,"1853.02"
"333","Mar   1853",3,"Mar","1853",1853,3,1853.03,"1853.03"
"498","Apr   1853",4,"Apr","1853",1853,4,1853.04,"1853.04"
"663","May   1853",2,"May","1853",1853,5,1853.05,"1853.05"
"828","Jun   1853",0,"Jun","1853",1853,6,1853.06,"1853.06"
"993","Jul   1853",2,"Jul","1853",1853,7,1853.07,"1853.07"
"1158","Aug   1853",0,"Aug","1853",1853,8,1853.08,"1853.08"
"1323","Sep   1853",1,"Sep","1853",1853,9,1853.09,"1853.09"
"1488","Oct   1853",0,"Oct","1853",1853,10,1853.1,"1853.1"
"1653","Nov   1853",1,"Nov","1853",1853,11,1853.11,"1853.11"
"1818","Dec   1853",0,"Dec","1853",1853,12,1853.12,"1853.12"
"4","Jan   1854",0,"Jan","1854",1854,1,1854.01,"1854.01"
"169","Feb   1854",1,"Feb","1854",1854,2,1854.02,"1854.02"
"334","Mar   1854",1,"Mar","1854",1854,3,1854.03,"1854.03"
"499","Apr   1854",0,"Apr","1854",1854,4,1854.04,"1854.04"
"664","May   1854",0,"May","1854",1854,5,1854.05,"1854.05"
"829","Jun   1854",3,"Jun","1854",1854,6,1854.06,"1854.06"
"994","Jul   1854",1,"Jul","1854",1854,7,1854.07,"1854.07"
"1159","Aug   1854",0,"Aug","1854",1854,8,1854.08,"1854.08"
"1324","Sep   1854",0,"Sep","1854",1854,9,1854.09,"1854.09"
"1489","Oct   1854",0,"Oct","1854",1854,10,1854.1,"1854.1"
"1654","Nov   1854",0,"Nov","1854",1854,11,1854.11,"1854.11"
"1819","Dec   1854",0,"Dec","1854",1854,12,1854.12,"1854.12"
"5","Jan   1855",2,"Jan","1855",1855,1,1855.01,"1855.01"
"170","Feb   1855",3,"Feb","1855",1855,2,1855.02,"1855.02"
"335","Mar   1855",1,"Mar","1855",1855,3,1855.03,"1855.03"
"500","Apr   1855",0,"Apr","1855",1855,4,1855.04,"1855.04"
"665","May   1855",3,"May","1855",1855,5,1855.05,"1855.05"
"830","Jun   1855",1,"Jun","1855",1855,6,1855.06,"1855.06"
"995","Jul   1855",1,"Jul","1855",1855,7,1855.07,"1855.07"
"1160","Aug   1855",2,"Aug","1855",1855,8,1855.08,"1855.08"
"1325","Sep   1855",0,"Sep","1855",1855,9,1855.09,"1855.09"
"1490","Oct   1855",0,"Oct","1855",1855,10,1855.1,"1855.1"
"1655","Nov   1855",3,"Nov","1855",1855,11,1855.11,"1855.11"
"1820","Dec   1855",1,"Dec","1855",1855,12,1855.12,"1855.12"
"6","Jan   1856",3,"Jan","1856",1856,1,1856.01,"1856.01"
"171","Feb   1856",2,"Feb","1856",1856,2,1856.02,"1856.02"
"336","Mar   1856",2,"Mar","1856",1856,3,1856.03,"1856.03"
"501","Apr   1856",0,"Apr","1856",1856,4,1856.04,"1856.04"
"666","May   1856",0,"May","1856",1856,5,1856.05,"1856.05"
"831","Jun   1856",2,"Jun","1856",1856,6,1856.06,"1856.06"
"996","Jul   1856",0,"Jul","1856",1856,7,1856.07,"1856.07"
"1161","Aug   1856",1,"Aug","1856",1856,8,1856.08,"1856.08"
"1326","Sep   1856",1,"Sep","1856",1856,9,1856.09,"1856.09"
"1491","Oct   1856",0,"Oct","1856",1856,10,1856.1,"1856.1"
"1656","Nov   1856",2,"Nov","1856",1856,11,1856.11,"1856.11"
"1821","Dec   1856",0,"Dec","1856",1856,12,1856.12,"1856.12"
"7","Jan   1857",0,"Jan","1857",1857,1,1857.01,"1857.01"
"172","Feb   1857",1,"Feb","1857",1857,2,1857.02,"1857.02"
"337","Mar   1857",1,"Mar","1857",1857,3,1857.03,"1857.03"
"502","Apr   1857",0,"Apr","1857",1857,4,1857.04,"1857.04"
"667","May   1857",1,"May","1857",1857,5,1857.05,"1857.05"
"832","Jun   1857",1,"Jun","1857",1857,6,1857.06,"1857.06"
"997","Jul   1857",1,"Jul","1857",1857,7,1857.07,"1857.07"
"1162","Aug   1857",0,"Aug","1857",1857,8,1857.08,"1857.08"
"1327","Sep   1857",1,"Sep","1857",1857,9,1857.09,"1857.09"
"1492","Oct   1857",0,"Oct","1857",1857,10,1857.1,"1857.1"
"1657","Nov   1857",1,"Nov","1857",1857,11,1857.11,"1857.11"
"1822","Dec   1857",5,"Dec","1857",1857,12,1857.12,"1857.12"
"8","Jan   1858",2,"Jan","1858",1858,1,1858.01,"1858.01"
"173","Feb   1858",1,"Feb","1858",1858,2,1858.02,"1858.02"
"338","Mar   1858",0,"Mar","1858",1858,3,1858.03,"1858.03"
"503","Apr   1858",1,"Apr","1858",1858,4,1858.04,"1858.04"
"668","May   1858",4,"May","1858",1858,5,1858.05,"1858.05"
"833","Jun   1858",1,"Jun","1858",1858,6,1858.06,"1858.06"
"998","Jul   1858",8,"Jul","1858",1858,7,1858.07,"1858.07"
"1163","Aug   1858",2,"Aug","1858",1858,8,1858.08,"1858.08"
"1328","Sep   1858",0,"Sep","1858",1858,9,1858.09,"1858.09"
"1493","Oct   1858",1,"Oct","1858",1858,10,1858.1,"1858.1"
"1658","Nov   1858",1,"Nov","1858",1858,11,1858.11,"1858.11"
"1823","Dec   1858",0,"Dec","1858",1858,12,1858.12,"1858.12"
"9","Jan   1859",5,"Jan","1859",1859,1,1859.01,"1859.01"
"174","Feb   1859",9,"Feb","1859",1859,2,1859.02,"1859.02"
"339","Mar   1859",2,"Mar","1859",1859,3,1859.03,"1859.03"
"504","Apr   1859",0,"Apr","1859",1859,4,1859.04,"1859.04"
"669","May   1859",2,"May","1859",1859,5,1859.05,"1859.05"
"834","Jun   1859",3,"Jun","1859",1859,6,1859.06,"1859.06"
"999","Jul   1859",2,"Jul","1859",1859,7,1859.07,"1859.07"
"1164","Aug   1859",5,"Aug","1859",1859,8,1859.08,"1859.08"
"1329","Sep   1859",1,"Sep","1859",1859,9,1859.09,"1859.09"
"1494","Oct   1859",1,"Oct","1859",1859,10,1859.1,"1859.1"
"1659","Nov   1859",0,"Nov","1859",1859,11,1859.11,"1859.11"
"1824","Dec   1859",1,"Dec","1859",1859,12,1859.12,"1859.12"
"10","Jan   1860",1,"Jan","1860",1860,1,1860.01,"1860.01"
"175","Feb   1860",5,"Feb","1860",1860,2,1860.02,"1860.02"
"340","Mar   1860",2,"Mar","1860",1860,3,1860.03,"1860.03"
"505","Apr   1860",4,"Apr","1860",1860,4,1860.04,"1860.04"
"670","May   1860",1,"May","1860",1860,5,1860.05,"1860.05"
"835","Jun   1860",5,"Jun","1860",1860,6,1860.06,"1860.06"
"1000","Jul   1860",3,"Jul","1860",1860,7,1860.07,"1860.07"
"1165","Aug   1860",2,"Aug","1860",1860,8,1860.08,"1860.08"
"1330","Sep   1860",0,"Sep","1860",1860,9,1860.09,"1860.09"
"1495","Oct   1860",1,"Oct","1860",1860,10,1860.1,"1860.1"
"1660","Nov   1860",1,"Nov","1860",1860,11,1860.11,"1860.11"
"1825","Dec   1860",1,"Dec","1860",1860,12,1860.12,"1860.12"
"11","Jan   1861",4,"Jan","1861",1861,1,1861.01,"1861.01"
"176","Feb   1861",3,"Feb","1861",1861,2,1861.02,"1861.02"
"341","Mar   1861",0,"Mar","1861",1861,3,1861.03,"1861.03"
"506","Apr   1861",0,"Apr","1861",1861,4,1861.04,"1861.04"
"671","May   1861",1,"May","1861",1861,5,1861.05,"1861.05"
"836","Jun   1861",6,"Jun","1861",1861,6,1861.06,"1861.06"
"1001","Jul   1861",6,"Jul","1861",1861,7,1861.07,"1861.07"
"1166","Aug   1861",7,"Aug","1861",1861,8,1861.08,"1861.08"
"1331","Sep   1861",10,"Sep","1861",1861,9,1861.09,"1861.09"
"1496","Oct   1861",2,"Oct","1861",1861,10,1861.1,"1861.1"
"1661","Nov   1861",0,"Nov","1861",1861,11,1861.11,"1861.11"
"1826","Dec   1861",3,"Dec","1861",1861,12,1861.12,"1861.12"
"12","Jan   1862",6,"Jan","1862",1862,1,1862.01,"1862.01"
"177","Feb   1862",7,"Feb","1862",1862,2,1862.02,"1862.02"
"342","Mar   1862",7,"Mar","1862",1862,3,1862.03,"1862.03"
"507","Apr   1862",2,"Apr","1862",1862,4,1862.04,"1862.04"
"672","May   1862",3,"May","1862",1862,5,1862.05,"1862.05"
"837","Jun   1862",7,"Jun","1862",1862,6,1862.06,"1862.06"
"1002","Jul   1862",2,"Jul","1862",1862,7,1862.07,"1862.07"
"1167","Aug   1862",10,"Aug","1862",1862,8,1862.08,"1862.08"
"1332","Sep   1862",2,"Sep","1862",1862,9,1862.09,"1862.09"
"1497","Oct   1862",5,"Oct","1862",1862,10,1862.1,"1862.1"
"1662","Nov   1862",2,"Nov","1862",1862,11,1862.11,"1862.11"
"1827","Dec   1862",3,"Dec","1862",1862,12,1862.12,"1862.12"
"13","Jan   1863",10,"Jan","1863",1863,1,1863.01,"1863.01"
"178","Feb   1863",3,"Feb","1863",1863,2,1863.02,"1863.02"
"343","Mar   1863",4,"Mar","1863",1863,3,1863.03,"1863.03"
"508","Apr   1863",4,"Apr","1863",1863,4,1863.04,"1863.04"
"673","May   1863",2,"May","1863",1863,5,1863.05,"1863.05"
"838","Jun   1863",0,"Jun","1863",1863,6,1863.06,"1863.06"
"1003","Jul   1863",1,"Jul","1863",1863,7,1863.07,"1863.07"
"1168","Aug   1863",5,"Aug","1863",1863,8,1863.08,"1863.08"
"1333","Sep   1863",3,"Sep","1863",1863,9,1863.09,"1863.09"
"1498","Oct   1863",5,"Oct","1863",1863,10,1863.1,"1863.1"
"1663","Nov   1863",1,"Nov","1863",1863,11,1863.11,"1863.11"
"1828","Dec   1863",3,"Dec","1863",1863,12,1863.12,"1863.12"
"14","Jan   1864",6,"Jan","1864",1864,1,1864.01,"1864.01"
"179","Feb   1864",5,"Feb","1864",1864,2,1864.02,"1864.02"
"344","Mar   1864",5,"Mar","1864",1864,3,1864.03,"1864.03"
"509","Apr   1864",13,"Apr","1864",1864,4,1864.04,"1864.04"
"674","May   1864",3,"May","1864",1864,5,1864.05,"1864.05"
"839","Jun   1864",2,"Jun","1864",1864,6,1864.06,"1864.06"
"1004","Jul   1864",3,"Jul","1864",1864,7,1864.07,"1864.07"
"1169","Aug   1864",9,"Aug","1864",1864,8,1864.08,"1864.08"
"1334","Sep   1864",7,"Sep","1864",1864,9,1864.09,"1864.09"
"1499","Oct   1864",6,"Oct","1864",1864,10,1864.1,"1864.1"
"1664","Nov   1864",8,"Nov","1864",1864,11,1864.11,"1864.11"
"1829","Dec   1864",9,"Dec","1864",1864,12,1864.12,"1864.12"
"15","Jan   1865",3,"Jan","1865",1865,1,1865.01,"1865.01"
"180","Feb   1865",6,"Feb","1865",1865,2,1865.02,"1865.02"
"345","Mar   1865",6,"Mar","1865",1865,3,1865.03,"1865.03"
"510","Apr   1865",5,"Apr","1865",1865,4,1865.04,"1865.04"
"675","May   1865",12,"May","1865",1865,5,1865.05,"1865.05"
"840","Jun   1865",17,"Jun","1865",1865,6,1865.06,"1865.06"
"1005","Jul   1865",19,"Jul","1865",1865,7,1865.07,"1865.07"
"1170","Aug   1865",21,"Aug","1865",1865,8,1865.08,"1865.08"
"1335","Sep   1865",15,"Sep","1865",1865,9,1865.09,"1865.09"
"1500","Oct   1865",14,"Oct","1865",1865,10,1865.1,"1865.1"
"1665","Nov   1865",16,"Nov","1865",1865,11,1865.11,"1865.11"
"1830","Dec   1865",15,"Dec","1865",1865,12,1865.12,"1865.12"
"16","Jan   1866",15,"Jan","1866",1866,1,1866.01,"1866.01"
"181","Feb   1866",8,"Feb","1866",1866,2,1866.02,"1866.02"
"346","Mar   1866",14,"Mar","1866",1866,3,1866.03,"1866.03"
"511","Apr   1866",5,"Apr","1866",1866,4,1866.04,"1866.04"
"676","May   1866",16,"May","1866",1866,5,1866.05,"1866.05"
"841","Jun   1866",4,"Jun","1866",1866,6,1866.06,"1866.06"
"1006","Jul   1866",11,"Jul","1866",1866,7,1866.07,"1866.07"
"1171","Aug   1866",12,"Aug","1866",1866,8,1866.08,"1866.08"
"1336","Sep   1866",0,"Sep","1866",1866,9,1866.09,"1866.09"
"1501","Oct   1866",4,"Oct","1866",1866,10,1866.1,"1866.1"
"1666","Nov   1866",11,"Nov","1866",1866,11,1866.11,"1866.11"
"1831","Dec   1866",2,"Dec","1866",1866,12,1866.12,"1866.12"
"17","Jan   1867",9,"Jan","1867",1867,1,1867.01,"1867.01"
"182","Feb   1867",5,"Feb","1867",1867,2,1867.02,"1867.02"
"347","Mar   1867",12,"Mar","1867",1867,3,1867.03,"1867.03"
"512","Apr   1867",9,"Apr","1867",1867,4,1867.04,"1867.04"
"677","May   1867",10,"May","1867",1867,5,1867.05,"1867.05"
"842","Jun   1867",11,"Jun","1867",1867,6,1867.06,"1867.06"
"1007","Jul   1867",5,"Jul","1867",1867,7,1867.07,"1867.07"
"1172","Aug   1867",9,"Aug","1867",1867,8,1867.08,"1867.08"
"1337","Sep   1867",10,"Sep","1867",1867,9,1867.09,"1867.09"
"1502","Oct   1867",20,"Oct","1867",1867,10,1867.1,"1867.1"
"1667","Nov   1867",9,"Nov","1867",1867,11,1867.11,"1867.11"
"1832","Dec   1867",10,"Dec","1867",1867,12,1867.12,"1867.12"
"18","Jan   1868",12,"Jan","1868",1868,1,1868.01,"1868.01"
"183","Feb   1868",12,"Feb","1868",1868,2,1868.02,"1868.02"
"348","Mar   1868",9,"Mar","1868",1868,3,1868.03,"1868.03"
"513","Apr   1868",7,"Apr","1868",1868,4,1868.04,"1868.04"
"678","May   1868",12,"May","1868",1868,5,1868.05,"1868.05"
"843","Jun   1868",9,"Jun","1868",1868,6,1868.06,"1868.06"
"1008","Jul   1868",27,"Jul","1868",1868,7,1868.07,"1868.07"
"1173","Aug   1868",17,"Aug","1868",1868,8,1868.08,"1868.08"
"1338","Sep   1868",14,"Sep","1868",1868,9,1868.09,"1868.09"
"1503","Oct   1868",13,"Oct","1868",1868,10,1868.1,"1868.1"
"1668","Nov   1868",3,"Nov","1868",1868,11,1868.11,"1868.11"
"1833","Dec   1868",13,"Dec","1868",1868,12,1868.12,"1868.12"
"19","Jan   1869",10,"Jan","1869",1869,1,1869.01,"1869.01"
"184","Feb   1869",5,"Feb","1869",1869,2,1869.02,"1869.02"
"349","Mar   1869",1,"Mar","1869",1869,3,1869.03,"1869.03"
"514","Apr   1869",1,"Apr","1869",1869,4,1869.04,"1869.04"
"679","May   1869",9,"May","1869",1869,5,1869.05,"1869.05"
"844","Jun   1869",2,"Jun","1869",1869,6,1869.06,"1869.06"
"1009","Jul   1869",4,"Jul","1869",1869,7,1869.07,"1869.07"
"1174","Aug   1869",2,"Aug","1869",1869,8,1869.08,"1869.08"
"1339","Sep   1869",4,"Sep","1869",1869,9,1869.09,"1869.09"
"1504","Oct   1869",5,"Oct","1869",1869,10,1869.1,"1869.1"
"1669","Nov   1869",3,"Nov","1869",1869,11,1869.11,"1869.11"
"1834","Dec   1869",8,"Dec","1869",1869,12,1869.12,"1869.12"
"20","Jan   1870",14,"Jan","1870",1870,1,1870.01,"1870.01"
"185","Feb   1870",1,"Feb","1870",1870,2,1870.02,"1870.02"
"350","Mar   1870",4,"Mar","1870",1870,3,1870.03,"1870.03"
"515","Apr   1870",6,"Apr","1870",1870,4,1870.04,"1870.04"
"680","May   1870",5,"May","1870",1870,5,1870.05,"1870.05"
"845","Jun   1870",8,"Jun","1870",1870,6,1870.06,"1870.06"
"1010","Jul   1870",5,"Jul","1870",1870,7,1870.07,"1870.07"
"1175","Aug   1870",3,"Aug","1870",1870,8,1870.08,"1870.08"
"1340","Sep   1870",5,"Sep","1870",1870,9,1870.09,"1870.09"
"1505","Oct   1870",8,"Oct","1870",1870,10,1870.1,"1870.1"
"1670","Nov   1870",5,"Nov","1870",1870,11,1870.11,"1870.11"
"1835","Dec   1870",7,"Dec","1870",1870,12,1870.12,"1870.12"
"21","Jan   1871",3,"Jan","1871",1871,1,1871.01,"1871.01"
"186","Feb   1871",8,"Feb","1871",1871,2,1871.02,"1871.02"
"351","Mar   1871",17,"Mar","1871",1871,3,1871.03,"1871.03"
"516","Apr   1871",10,"Apr","1871",1871,4,1871.04,"1871.04"
"681","May   1871",18,"May","1871",1871,5,1871.05,"1871.05"
"846","Jun   1871",12,"Jun","1871",1871,6,1871.06,"1871.06"
"1011","Jul   1871",5,"Jul","1871",1871,7,1871.07,"1871.07"
"1176","Aug   1871",19,"Aug","1871",1871,8,1871.08,"1871.08"
"1341","Sep   1871",10,"Sep","1871",1871,9,1871.09,"1871.09"
"1506","Oct   1871",6,"Oct","1871",1871,10,1871.1,"1871.1"
"1671","Nov   1871",10,"Nov","1871",1871,11,1871.11,"1871.11"
"1836","Dec   1871",6,"Dec","1871",1871,12,1871.12,"1871.12"
"22","Jan   1872",10,"Jan","1872",1872,1,1872.01,"1872.01"
"187","Feb   1872",10,"Feb","1872",1872,2,1872.02,"1872.02"
"352","Mar   1872",9,"Mar","1872",1872,3,1872.03,"1872.03"
"517","Apr   1872",15,"Apr","1872",1872,4,1872.04,"1872.04"
"682","May   1872",22,"May","1872",1872,5,1872.05,"1872.05"
"847","Jun   1872",9,"Jun","1872",1872,6,1872.06,"1872.06"
"1012","Jul   1872",15,"Jul","1872",1872,7,1872.07,"1872.07"
"1177","Aug   1872",15,"Aug","1872",1872,8,1872.08,"1872.08"
"1342","Sep   1872",8,"Sep","1872",1872,9,1872.09,"1872.09"
"1507","Oct   1872",9,"Oct","1872",1872,10,1872.1,"1872.1"
"1672","Nov   1872",1,"Nov","1872",1872,11,1872.11,"1872.11"
"1837","Dec   1872",2,"Dec","1872",1872,12,1872.12,"1872.12"
"23","Jan   1873",4,"Jan","1873",1873,1,1873.01,"1873.01"
"188","Feb   1873",3,"Feb","1873",1873,2,1873.02,"1873.02"
"353","Mar   1873",3,"Mar","1873",1873,3,1873.03,"1873.03"
"518","Apr   1873",6,"Apr","1873",1873,4,1873.04,"1873.04"
"683","May   1873",0,"May","1873",1873,5,1873.05,"1873.05"
"848","Jun   1873",3,"Jun","1873",1873,6,1873.06,"1873.06"
"1013","Jul   1873",4,"Jul","1873",1873,7,1873.07,"1873.07"
"1178","Aug   1873",7,"Aug","1873",1873,8,1873.08,"1873.08"
"1343","Sep   1873",3,"Sep","1873",1873,9,1873.09,"1873.09"
"1508","Oct   1873",9,"Oct","1873",1873,10,1873.1,"1873.1"
"1673","Nov   1873",3,"Nov","1873",1873,11,1873.11,"1873.11"
"1838","Dec   1873",6,"Dec","1873",1873,12,1873.12,"1873.12"
"24","Jan   1874",5,"Jan","1874",1874,1,1874.01,"1874.01"
"189","Feb   1874",3,"Feb","1874",1874,2,1874.02,"1874.02"
"354","Mar   1874",2,"Mar","1874",1874,3,1874.03,"1874.03"
"519","Apr   1874",7,"Apr","1874",1874,4,1874.04,"1874.04"
"684","May   1874",3,"May","1874",1874,5,1874.05,"1874.05"
"849","Jun   1874",6,"Jun","1874",1874,6,1874.06,"1874.06"
"1014","Jul   1874",5,"Jul","1874",1874,7,1874.07,"1874.07"
"1179","Aug   1874",4,"Aug","1874",1874,8,1874.08,"1874.08"
"1344","Sep   1874",8,"Sep","1874",1874,9,1874.09,"1874.09"
"1509","Oct   1874",12,"Oct","1874",1874,10,1874.1,"1874.1"
"1674","Nov   1874",0,"Nov","1874",1874,11,1874.11,"1874.11"
"1839","Dec   1874",5,"Dec","1874",1874,12,1874.12,"1874.12"
"25","Jan   1875",2,"Jan","1875",1875,1,1875.01,"1875.01"
"190","Feb   1875",4,"Feb","1875",1875,2,1875.02,"1875.02"
"355","Mar   1875",3,"Mar","1875",1875,3,1875.03,"1875.03"
"520","Apr   1875",3,"Apr","1875",1875,4,1875.04,"1875.04"
"685","May   1875",4,"May","1875",1875,5,1875.05,"1875.05"
"850","Jun   1875",0,"Jun","1875",1875,6,1875.06,"1875.06"
"1015","Jul   1875",4,"Jul","1875",1875,7,1875.07,"1875.07"
"1180","Aug   1875",10,"Aug","1875",1875,8,1875.08,"1875.08"
"1345","Sep   1875",18,"Sep","1875",1875,9,1875.09,"1875.09"
"1510","Oct   1875",2,"Oct","1875",1875,10,1875.1,"1875.1"
"1675","Nov   1875",3,"Nov","1875",1875,11,1875.11,"1875.11"
"1840","Dec   1875",3,"Dec","1875",1875,12,1875.12,"1875.12"
"26","Jan   1876",6,"Jan","1876",1876,1,1876.01,"1876.01"
"191","Feb   1876",12,"Feb","1876",1876,2,1876.02,"1876.02"
"356","Mar   1876",5,"Mar","1876",1876,3,1876.03,"1876.03"
"521","Apr   1876",3,"Apr","1876",1876,4,1876.04,"1876.04"
"686","May   1876",2,"May","1876",1876,5,1876.05,"1876.05"
"851","Jun   1876",4,"Jun","1876",1876,6,1876.06,"1876.06"
"1016","Jul   1876",9,"Jul","1876",1876,7,1876.07,"1876.07"
"1181","Aug   1876",7,"Aug","1876",1876,8,1876.08,"1876.08"
"1346","Sep   1876",11,"Sep","1876",1876,9,1876.09,"1876.09"
"1511","Oct   1876",13,"Oct","1876",1876,10,1876.1,"1876.1"
"1676","Nov   1876",10,"Nov","1876",1876,11,1876.11,"1876.11"
"1841","Dec   1876",1,"Dec","1876",1876,12,1876.12,"1876.12"
"27","Jan   1877",0,"Jan","1877",1877,1,1877.01,"1877.01"
"192","Feb   1877",0,"Feb","1877",1877,2,1877.02,"1877.02"
"357","Mar   1877",3,"Mar","1877",1877,3,1877.03,"1877.03"
"522","Apr   1877",1,"Apr","1877",1877,4,1877.04,"1877.04"
"687","May   1877",4,"May","1877",1877,5,1877.05,"1877.05"
"852","Jun   1877",2,"Jun","1877",1877,6,1877.06,"1877.06"
"1017","Jul   1877",1,"Jul","1877",1877,7,1877.07,"1877.07"
"1182","Aug   1877",4,"Aug","1877",1877,8,1877.08,"1877.08"
"1347","Sep   1877",6,"Sep","1877",1877,9,1877.09,"1877.09"
"1512","Oct   1877",3,"Oct","1877",1877,10,1877.1,"1877.1"
"1677","Nov   1877",2,"Nov","1877",1877,11,1877.11,"1877.11"
"1842","Dec   1877",5,"Dec","1877",1877,12,1877.12,"1877.12"
"28","Jan   1878",16,"Jan","1878",1878,1,1878.01,"1878.01"
"193","Feb   1878",13,"Feb","1878",1878,2,1878.02,"1878.02"
"358","Mar   1878",10,"Mar","1878",1878,3,1878.03,"1878.03"
"523","Apr   1878",8,"Apr","1878",1878,4,1878.04,"1878.04"
"688","May   1878",5,"May","1878",1878,5,1878.05,"1878.05"
"853","Jun   1878",4,"Jun","1878",1878,6,1878.06,"1878.06"
"1018","Jul   1878",3,"Jul","1878",1878,7,1878.07,"1878.07"
"1183","Aug   1878",8,"Aug","1878",1878,8,1878.08,"1878.08"
"1348","Sep   1878",9,"Sep","1878",1878,9,1878.09,"1878.09"
"1513","Oct   1878",6,"Oct","1878",1878,10,1878.1,"1878.1"
"1678","Nov   1878",2,"Nov","1878",1878,11,1878.11,"1878.11"
"1843","Dec   1878",1,"Dec","1878",1878,12,1878.12,"1878.12"
"29","Jan   1879",13,"Jan","1879",1879,1,1879.01,"1879.01"
"194","Feb   1879",3,"Feb","1879",1879,2,1879.02,"1879.02"
"359","Mar   1879",5,"Mar","1879",1879,3,1879.03,"1879.03"
"524","Apr   1879",4,"Apr","1879",1879,4,1879.04,"1879.04"
"689","May   1879",6,"May","1879",1879,5,1879.05,"1879.05"
"854","Jun   1879",2,"Jun","1879",1879,6,1879.06,"1879.06"
"1019","Jul   1879",8,"Jul","1879",1879,7,1879.07,"1879.07"
"1184","Aug   1879",5,"Aug","1879",1879,8,1879.08,"1879.08"
"1349","Sep   1879",4,"Sep","1879",1879,9,1879.09,"1879.09"
"1514","Oct   1879",3,"Oct","1879",1879,10,1879.1,"1879.1"
"1679","Nov   1879",4,"Nov","1879",1879,11,1879.11,"1879.11"
"1844","Dec   1879",11,"Dec","1879",1879,12,1879.12,"1879.12"
"30","Jan   1880",14,"Jan","1880",1880,1,1880.01,"1880.01"
"195","Feb   1880",8,"Feb","1880",1880,2,1880.02,"1880.02"
"360","Mar   1880",10,"Mar","1880",1880,3,1880.03,"1880.03"
"525","Apr   1880",8,"Apr","1880",1880,4,1880.04,"1880.04"
"690","May   1880",15,"May","1880",1880,5,1880.05,"1880.05"
"855","Jun   1880",4,"Jun","1880",1880,6,1880.06,"1880.06"
"1020","Jul   1880",4,"Jul","1880",1880,7,1880.07,"1880.07"
"1185","Aug   1880",9,"Aug","1880",1880,8,1880.08,"1880.08"
"1350","Sep   1880",9,"Sep","1880",1880,9,1880.09,"1880.09"
"1515","Oct   1880",7,"Oct","1880",1880,10,1880.1,"1880.1"
"1680","Nov   1880",4,"Nov","1880",1880,11,1880.11,"1880.11"
"1845","Dec   1880",10,"Dec","1880",1880,12,1880.12,"1880.12"
"31","Jan   1881",7,"Jan","1881",1881,1,1881.01,"1881.01"
"196","Feb   1881",4,"Feb","1881",1881,2,1881.02,"1881.02"
"361","Mar   1881",9,"Mar","1881",1881,3,1881.03,"1881.03"
"526","Apr   1881",4,"Apr","1881",1881,4,1881.04,"1881.04"
"691","May   1881",1,"May","1881",1881,5,1881.05,"1881.05"
"856","Jun   1881",0,"Jun","1881",1881,6,1881.06,"1881.06"
"1021","Jul   1881",5,"Jul","1881",1881,7,1881.07,"1881.07"
"1186","Aug   1881",4,"Aug","1881",1881,8,1881.08,"1881.08"
"1351","Sep   1881",3,"Sep","1881",1881,9,1881.09,"1881.09"
"1516","Oct   1881",6,"Oct","1881",1881,10,1881.1,"1881.1"
"1681","Nov   1881",5,"Nov","1881",1881,11,1881.11,"1881.11"
"1846","Dec   1881",3,"Dec","1881",1881,12,1881.12,"1881.12"
"32","Jan   1882",5,"Jan","1882",1882,1,1882.01,"1882.01"
"197","Feb   1882",5,"Feb","1882",1882,2,1882.02,"1882.02"
"362","Mar   1882",5,"Mar","1882",1882,3,1882.03,"1882.03"
