"num","artmonthyear","counts","artmont","artyear","artyearnum","artmontnum","sortnum","yearmonth"
"929","Jun   1954",7,"Jun","1954",1954,6,1954.06,"1954.06"
"1094","Jul   1954",15,"Jul","1954",1954,7,1954.07,"1954.07"
"1259","Aug   1954",18,"Aug","1954",1954,8,1954.08,"1954.08"
"1424","Sep   1954",11,"Sep","1954",1954,9,1954.09,"1954.09"
"1589","Oct   1954",6,"Oct","1954",1954,10,1954.1,"1954.1"
"1754","Nov   1954",7,"Nov","1954",1954,11,1954.11,"1954.11"
"1919","Dec   1954",8,"Dec","1954",1954,12,1954.12,"1954.12"
"105","Jan   1955",13,"Jan","1955",1955,1,1955.01,"1955.01"
"270","Feb   1955",10,"Feb","1955",1955,2,1955.02,"1955.02"
"435","Mar   1955",9,"Mar","1955",1955,3,1955.03,"1955.03"
"600","Apr   1955",6,"Apr","1955",1955,4,1955.04,"1955.04"
"765","May   1955",6,"May","1955",1955,5,1955.05,"1955.05"
"930","Jun   1955",17,"Jun","1955",1955,6,1955.06,"1955.06"
"1095","Jul   1955",14,"Jul","1955",1955,7,1955.07,"1955.07"
"1260","Aug   1955",7,"Aug","1955",1955,8,1955.08,"1955.08"
"1425","Sep   1955",9,"Sep","1955",1955,9,1955.09,"1955.09"
"1590","Oct   1955",11,"Oct","1955",1955,10,1955.1,"1955.1"
"1755","Nov   1955",7,"Nov","1955",1955,11,1955.11,"1955.11"
"1920","Dec   1955",16,"Dec","1955",1955,12,1955.12,"1955.12"
"106","Jan   1956",26,"Jan","1956",1956,1,1956.01,"1956.01"
"271","Feb   1956",11,"Feb","1956",1956,2,1956.02,"1956.02"
"436","Mar   1956",10,"Mar","1956",1956,3,1956.03,"1956.03"
"601","Apr   1956",8,"Apr","1956",1956,4,1956.04,"1956.04"
"766","May   1956",11,"May","1956",1956,5,1956.05,"1956.05"
"931","Jun   1956",11,"Jun","1956",1956,6,1956.06,"1956.06"
"1096","Jul   1956",11,"Jul","1956",1956,7,1956.07,"1956.07"
"1261","Aug   1956",13,"Aug","1956",1956,8,1956.08,"1956.08"
"1426","Sep   1956",3,"Sep","1956",1956,9,1956.09,"1956.09"
"1591","Oct   1956",11,"Oct","1956",1956,10,1956.1,"1956.1"
"1756","Nov   1956",2,"Nov","1956",1956,11,1956.11,"1956.11"
"1921","Dec   1956",5,"Dec","1956",1956,12,1956.12,"1956.12"
"107","Jan   1957",13,"Jan","1957",1957,1,1957.01,"1957.01"
"272","Feb   1957",11,"Feb","1957",1957,2,1957.02,"1957.02"
"437","Mar   1957",17,"Mar","1957",1957,3,1957.03,"1957.03"
"602","Apr   1957",19,"Apr","1957",1957,4,1957.04,"1957.04"
"767","May   1957",15,"May","1957",1957,5,1957.05,"1957.05"
"932","Jun   1957",22,"Jun","1957",1957,6,1957.06,"1957.06"
"1097","Jul   1957",14,"Jul","1957",1957,7,1957.07,"1957.07"
"1262","Aug   1957",13,"Aug","1957",1957,8,1957.08,"1957.08"
"1427","Sep   1957",12,"Sep","1957",1957,9,1957.09,"1957.09"
"1592","Oct   1957",20,"Oct","1957",1957,10,1957.1,"1957.1"
"1757","Nov   1957",21,"Nov","1957",1957,11,1957.11,"1957.11"
"1922","Dec   1957",20,"Dec","1957",1957,12,1957.12,"1957.12"
"108","Jan   1958",33,"Jan","1958",1958,1,1958.01,"1958.01"
"273","Feb   1958",8,"Feb","1958",1958,2,1958.02,"1958.02"
"438","Mar   1958",16,"Mar","1958",1958,3,1958.03,"1958.03"
"603","Apr   1958",16,"Apr","1958",1958,4,1958.04,"1958.04"
"768","May   1958",13,"May","1958",1958,5,1958.05,"1958.05"
"933","Jun   1958",13,"Jun","1958",1958,6,1958.06,"1958.06"
"1098","Jul   1958",22,"Jul","1958",1958,7,1958.07,"1958.07"
"1263","Aug   1958",25,"Aug","1958",1958,8,1958.08,"1958.08"
"1428","Sep   1958",15,"Sep","1958",1958,9,1958.09,"1958.09"
"1593","Oct   1958",14,"Oct","1958",1958,10,1958.1,"1958.1"
"1758","Nov   1958",17,"Nov","1958",1958,11,1958.11,"1958.11"
"1923","Dec   1958",15,"Dec","1958",1958,12,1958.12,"1958.12"
"109","Jan   1959",20,"Jan","1959",1959,1,1959.01,"1959.01"
"274","Feb   1959",10,"Feb","1959",1959,2,1959.02,"1959.02"
"439","Mar   1959",11,"Mar","1959",1959,3,1959.03,"1959.03"
"604","Apr   1959",8,"Apr","1959",1959,4,1959.04,"1959.04"
"769","May   1959",13,"May","1959",1959,5,1959.05,"1959.05"
"934","Jun   1959",38,"Jun","1959",1959,6,1959.06,"1959.06"
"1099","Jul   1959",13,"Jul","1959",1959,7,1959.07,"1959.07"
"1264","Aug   1959",16,"Aug","1959",1959,8,1959.08,"1959.08"
"1429","Sep   1959",15,"Sep","1959",1959,9,1959.09,"1959.09"
"1594","Oct   1959",12,"Oct","1959",1959,10,1959.1,"1959.1"
"1759","Nov   1959",7,"Nov","1959",1959,11,1959.11,"1959.11"
"1924","Dec   1959",11,"Dec","1959",1959,12,1959.12,"1959.12"
"110","Jan   1960",42,"Jan","1960",1960,1,1960.01,"1960.01"
"275","Feb   1960",14,"Feb","1960",1960,2,1960.02,"1960.02"
"440","Mar   1960",6,"Mar","1960",1960,3,1960.03,"1960.03"
"605","Apr   1960",10,"Apr","1960",1960,4,1960.04,"1960.04"
"770","May   1960",9,"May","1960",1960,5,1960.05,"1960.05"
"935","Jun   1960",10,"Jun","1960",1960,6,1960.06,"1960.06"
"1100","Jul   1960",11,"Jul","1960",1960,7,1960.07,"1960.07"
"1265","Aug   1960",8,"Aug","1960",1960,8,1960.08,"1960.08"
"1430","Sep   1960",9,"Sep","1960",1960,9,1960.09,"1960.09"
"1595","Oct   1960",15,"Oct","1960",1960,10,1960.1,"1960.1"
"1760","Nov   1960",9,"Nov","1960",1960,11,1960.11,"1960.11"
"1925","Dec   1960",14,"Dec","1960",1960,12,1960.12,"1960.12"
"111","Jan   1961",25,"Jan","1961",1961,1,1961.01,"1961.01"
"276","Feb   1961",11,"Feb","1961",1961,2,1961.02,"1961.02"
"441","Mar   1961",18,"Mar","1961",1961,3,1961.03,"1961.03"
"606","Apr   1961",9,"Apr","1961",1961,4,1961.04,"1961.04"
"771","May   1961",4,"May","1961",1961,5,1961.05,"1961.05"
"936","Jun   1961",21,"Jun","1961",1961,6,1961.06,"1961.06"
"1101","Jul   1961",15,"Jul","1961",1961,7,1961.07,"1961.07"
"1266","Aug   1961",11,"Aug","1961",1961,8,1961.08,"1961.08"
"1431","Sep   1961",5,"Sep","1961",1961,9,1961.09,"1961.09"
"1596","Oct   1961",9,"Oct","1961",1961,10,1961.1,"1961.1"
"1761","Nov   1961",10,"Nov","1961",1961,11,1961.11,"1961.11"
"1926","Dec   1961",8,"Dec","1961",1961,12,1961.12,"1961.12"
"112","Jan   1962",31,"Jan","1962",1962,1,1962.01,"1962.01"
"277","Feb   1962",22,"Feb","1962",1962,2,1962.02,"1962.02"
"442","Mar   1962",17,"Mar","1962",1962,3,1962.03,"1962.03"
"607","Apr   1962",9,"Apr","1962",1962,4,1962.04,"1962.04"
"772","May   1962",10,"May","1962",1962,5,1962.05,"1962.05"
"937","Jun   1962",52,"Jun","1962",1962,6,1962.06,"1962.06"
"1102","Jul   1962",32,"Jul","1962",1962,7,1962.07,"1962.07"
"1267","Aug   1962",23,"Aug","1962",1962,8,1962.08,"1962.08"
"1432","Sep   1962",17,"Sep","1962",1962,9,1962.09,"1962.09"
"1597","Oct   1962",11,"Oct","1962",1962,10,1962.1,"1962.1"
"1762","Nov   1962",19,"Nov","1962",1962,11,1962.11,"1962.11"
"1927","Dec   1962",23,"Dec","1962",1962,12,1962.12,"1962.12"
"113","Jan   1963",25,"Jan","1963",1963,1,1963.01,"1963.01"
"278","Feb   1963",16,"Feb","1963",1963,2,1963.02,"1963.02"
"443","Mar   1963",20,"Mar","1963",1963,3,1963.03,"1963.03"
"608","Apr   1963",40,"Apr","1963",1963,4,1963.04,"1963.04"
"773","May   1963",41,"May","1963",1963,5,1963.05,"1963.05"
"938","Jun   1963",20,"Jun","1963",1963,6,1963.06,"1963.06"
"1103","Jul   1963",15,"Jul","1963",1963,7,1963.07,"1963.07"
"1268","Aug   1963",25,"Aug","1963",1963,8,1963.08,"1963.08"
"1433","Sep   1963",34,"Sep","1963",1963,9,1963.09,"1963.09"
"1598","Oct   1963",17,"Oct","1963",1963,10,1963.1,"1963.1"
"1763","Nov   1963",25,"Nov","1963",1963,11,1963.11,"1963.11"
"1928","Dec   1963",22,"Dec","1963",1963,12,1963.12,"1963.12"
"114","Jan   1964",23,"Jan","1964",1964,1,1964.01,"1964.01"
"279","Feb   1964",4,"Feb","1964",1964,2,1964.02,"1964.02"
"444","Mar   1964",6,"Mar","1964",1964,3,1964.03,"1964.03"
"609","Apr   1964",5,"Apr","1964",1964,4,1964.04,"1964.04"
"774","May   1964",19,"May","1964",1964,5,1964.05,"1964.05"
"939","Jun   1964",16,"Jun","1964",1964,6,1964.06,"1964.06"
"1104","Jul   1964",10,"Jul","1964",1964,7,1964.07,"1964.07"
"1269","Aug   1964",14,"Aug","1964",1964,8,1964.08,"1964.08"
"1434","Sep   1964",8,"Sep","1964",1964,9,1964.09,"1964.09"
"1599","Oct   1964",8,"Oct","1964",1964,10,1964.1,"1964.1"
"1764","Nov   1964",6,"Nov","1964",1964,11,1964.11,"1964.11"
"1929","Dec   1964",6,"Dec","1964",1964,12,1964.12,"1964.12"
"115","Jan   1965",20,"Jan","1965",1965,1,1965.01,"1965.01"
"280","Feb   1965",1,"Feb","1965",1965,2,1965.02,"1965.02"
"445","Mar   1965",4,"Mar","1965",1965,3,1965.03,"1965.03"
"610","Apr   1965",11,"Apr","1965",1965,4,1965.04,"1965.04"
"775","May   1965",12,"May","1965",1965,5,1965.05,"1965.05"
"940","Jun   1965",16,"Jun","1965",1965,6,1965.06,"1965.06"
"1105","Jul   1965",9,"Jul","1965",1965,7,1965.07,"1965.07"
"1270","Aug   1965",3,"Aug","1965",1965,8,1965.08,"1965.08"
"1435","Sep   1965",2,"Sep","1965",1965,9,1965.09,"1965.09"
"1600","Oct   1965",3,"Oct","1965",1965,10,1965.1,"1965.1"
"1765","Nov   1965",10,"Nov","1965",1965,11,1965.11,"1965.11"
"1930","Dec   1965",10,"Dec","1965",1965,12,1965.12,"1965.12"
"116","Jan   1966",27,"Jan","1966",1966,1,1966.01,"1966.01"
"281","Feb   1966",8,"Feb","1966",1966,2,1966.02,"1966.02"
"446","Mar   1966",6,"Mar","1966",1966,3,1966.03,"1966.03"
"611","Apr   1966",11,"Apr","1966",1966,4,1966.04,"1966.04"
"776","May   1966",16,"May","1966",1966,5,1966.05,"1966.05"
"941","Jun   1966",15,"Jun","1966",1966,6,1966.06,"1966.06"
"1106","Jul   1966",8,"Jul","1966",1966,7,1966.07,"1966.07"
"1271","Aug   1966",9,"Aug","1966",1966,8,1966.08,"1966.08"
"1436","Sep   1966",9,"Sep","1966",1966,9,1966.09,"1966.09"
"1601","Oct   1966",12,"Oct","1966",1966,10,1966.1,"1966.1"
"1766","Nov   1966",6,"Nov","1966",1966,11,1966.11,"1966.11"
"1931","Dec   1966",18,"Dec","1966",1966,12,1966.12,"1966.12"
"117","Jan   1967",32,"Jan","1967",1967,1,1967.01,"1967.01"
"282","Feb   1967",16,"Feb","1967",1967,2,1967.02,"1967.02"
"447","Mar   1967",16,"Mar","1967",1967,3,1967.03,"1967.03"
"612","Apr   1967",6,"Apr","1967",1967,4,1967.04,"1967.04"
"777","May   1967",18,"May","1967",1967,5,1967.05,"1967.05"
"942","Jun   1967",31,"Jun","1967",1967,6,1967.06,"1967.06"
"1107","Jul   1967",18,"Jul","1967",1967,7,1967.07,"1967.07"
"1272","Aug   1967",26,"Aug","1967",1967,8,1967.08,"1967.08"
"1437","Sep   1967",20,"Sep","1967",1967,9,1967.09,"1967.09"
"1602","Oct   1967",22,"Oct","1967",1967,10,1967.1,"1967.1"
"1767","Nov   1967",18,"Nov","1967",1967,11,1967.11,"1967.11"
"1932","Dec   1967",19,"Dec","1967",1967,12,1967.12,"1967.12"
"118","Jan   1968",25,"Jan","1968",1968,1,1968.01,"1968.01"
"283","Feb   1968",15,"Feb","1968",1968,2,1968.02,"1968.02"
"448","Mar   1968",18,"Mar","1968",1968,3,1968.03,"1968.03"
"613","Apr   1968",13,"Apr","1968",1968,4,1968.04,"1968.04"
"778","May   1968",17,"May","1968",1968,5,1968.05,"1968.05"
"943","Jun   1968",5,"Jun","1968",1968,6,1968.06,"1968.06"
"1108","Jul   1968",6,"Jul","1968",1968,7,1968.07,"1968.07"
"1273","Aug   1968",4,"Aug","1968",1968,8,1968.08,"1968.08"
"1438","Sep   1968",7,"Sep","1968",1968,9,1968.09,"1968.09"
"1603","Oct   1968",9,"Oct","1968",1968,10,1968.1,"1968.1"
"1768","Nov   1968",8,"Nov","1968",1968,11,1968.11,"1968.11"
"1933","Dec   1968",7,"Dec","1968",1968,12,1968.12,"1968.12"
"119","Jan   1969",21,"Jan","1969",1969,1,1969.01,"1969.01"
"284","Feb   1969",6,"Feb","1969",1969,2,1969.02,"1969.02"
"449","Mar   1969",18,"Mar","1969",1969,3,1969.03,"1969.03"
"614","Apr   1969",7,"Apr","1969",1969,4,1969.04,"1969.04"
"779","May   1969",9,"May","1969",1969,5,1969.05,"1969.05"
"944","Jun   1969",7,"Jun","1969",1969,6,1969.06,"1969.06"
"1109","Jul   1969",13,"Jul","1969",1969,7,1969.07,"1969.07"
"1274","Aug   1969",8,"Aug","1969",1969,8,1969.08,"1969.08"
"1439","Sep   1969",4,"Sep","1969",1969,9,1969.09,"1969.09"
"1604","Oct   1969",8,"Oct","1969",1969,10,1969.1,"1969.1"
"1769","Nov   1969",6,"Nov","1969",1969,11,1969.11,"1969.11"
"1934","Dec   1969",11,"Dec","1969",1969,12,1969.12,"1969.12"
"120","Jan   1970",10,"Jan","1970",1970,1,1970.01,"1970.01"
"285","Feb   1970",11,"Feb","1970",1970,2,1970.02,"1970.02"
"450","Mar   1970",2,"Mar","1970",1970,3,1970.03,"1970.03"
"615","Apr   1970",4,"Apr","1970",1970,4,1970.04,"1970.04"
"780","May   1970",21,"May","1970",1970,5,1970.05,"1970.05"
"945","Jun   1970",10,"Jun","1970",1970,6,1970.06,"1970.06"
"1110","Jul   1970",29,"Jul","1970",1970,7,1970.07,"1970.07"
"1275","Aug   1970",13,"Aug","1970",1970,8,1970.08,"1970.08"
"1440","Sep   1970",8,"Sep","1970",1970,9,1970.09,"1970.09"
"1605","Oct   1970",19,"Oct","1970",1970,10,1970.1,"1970.1"
"1770","Nov   1970",21,"Nov","1970",1970,11,1970.11,"1970.11"
"1935","Dec   1970",11,"Dec","1970",1970,12,1970.12,"1970.12"
"121","Jan   1971",20,"Jan","1971",1971,1,1971.01,"1971.01"
"286","Feb   1971",17,"Feb","1971",1971,2,1971.02,"1971.02"
"451","Mar   1971",29,"Mar","1971",1971,3,1971.03,"1971.03"
"616","Apr   1971",7,"Apr","1971",1971,4,1971.04,"1971.04"
"781","May   1971",7,"May","1971",1971,5,1971.05,"1971.05"
"946","Jun   1971",8,"Jun","1971",1971,6,1971.06,"1971.06"
"1111","Jul   1971",14,"Jul","1971",1971,7,1971.07,"1971.07"
"1276","Aug   1971",18,"Aug","1971",1971,8,1971.08,"1971.08"
"1441","Sep   1971",7,"Sep","1971",1971,9,1971.09,"1971.09"
"1606","Oct   1971",9,"Oct","1971",1971,10,1971.1,"1971.1"
"1771","Nov   1971",12,"Nov","1971",1971,11,1971.11,"1971.11"
"1936","Dec   1971",25,"Dec","1971",1971,12,1971.12,"1971.12"
"122","Jan   1972",48,"Jan","1972",1972,1,1972.01,"1972.01"
"287","Feb   1972",27,"Feb","1972",1972,2,1972.02,"1972.02"
"452","Mar   1972",18,"Mar","1972",1972,3,1972.03,"1972.03"
"617","Apr   1972",10,"Apr","1972",1972,4,1972.04,"1972.04"
"782","May   1972",11,"May","1972",1972,5,1972.05,"1972.05"
"947","Jun   1972",9,"Jun","1972",1972,6,1972.06,"1972.06"
"1112","Jul   1972",18,"Jul","1972",1972,7,1972.07,"1972.07"
"1277","Aug   1972",13,"Aug","1972",1972,8,1972.08,"1972.08"
"1442","Sep   1972",20,"Sep","1972",1972,9,1972.09,"1972.09"
"1607","Oct   1972",17,"Oct","1972",1972,10,1972.1,"1972.1"
"1772","Nov   1972",18,"Nov","1972",1972,11,1972.11,"1972.11"
"1937","Dec   1972",10,"Dec","1972",1972,12,1972.12,"1972.12"
"123","Jan   1973",16,"Jan","1973",1973,1,1973.01,"1973.01"
"288","Feb   1973",14,"Feb","1973",1973,2,1973.02,"1973.02"
"453","Mar   1973",5,"Mar","1973",1973,3,1973.03,"1973.03"
"618","Apr   1973",7,"Apr","1973",1973,4,1973.04,"1973.04"
"783","May   1973",10,"May","1973",1973,5,1973.05,"1973.05"
"948","Jun   1973",15,"Jun","1973",1973,6,1973.06,"1973.06"
"1113","Jul   1973",5,"Jul","1973",1973,7,1973.07,"1973.07"
"1278","Aug   1973",2,"Aug","1973",1973,8,1973.08,"1973.08"
"1443","Sep   1973",4,"Sep","1973",1973,9,1973.09,"1973.09"
"1608","Oct   1973",6,"Oct","1973",1973,10,1973.1,"1973.1"
"1773","Nov   1973",2,"Nov","1973",1973,11,1973.11,"1973.11"
"1938","Dec   1973",10,"Dec","1973",1973,12,1973.12,"1973.12"
"124","Jan   1974",16,"Jan","1974",1974,1,1974.01,"1974.01"
"289","Feb   1974",3,"Feb","1974",1974,2,1974.02,"1974.02"
"454","Mar   1974",8,"Mar","1974",1974,3,1974.03,"1974.03"
"619","Apr   1974",12,"Apr","1974",1974,4,1974.04,"1974.04"
"784","May   1974",11,"May","1974",1974,5,1974.05,"1974.05"
"949","Jun   1974",14,"Jun","1974",1974,6,1974.06,"1974.06"
"1114","Jul   1974",9,"Jul","1974",1974,7,1974.07,"1974.07"
"1279","Aug   1974",7,"Aug","1974",1974,8,1974.08,"1974.08"
"1444","Sep   1974",13,"Sep","1974",1974,9,1974.09,"1974.09"
"1609","Oct   1974",21,"Oct","1974",1974,10,1974.1,"1974.1"
"1774","Nov   1974",48,"Nov","1974",1974,11,1974.11,"1974.11"
"1939","Dec   1974",85,"Dec","1974",1974,12,1974.12,"1974.12"
"125","Jan   1975",112,"Jan","1975",1975,1,1975.01,"1975.01"
"290","Feb   1975",71,"Feb","1975",1975,2,1975.02,"1975.02"
"455","Mar   1975",72,"Mar","1975",1975,3,1975.03,"1975.03"
"620","Apr   1975",68,"Apr","1975",1975,4,1975.04,"1975.04"
"785","May   1975",68,"May","1975",1975,5,1975.05,"1975.05"
"950","Jun   1975",59,"Jun","1975",1975,6,1975.06,"1975.06"
"1115","Jul   1975",54,"Jul","1975",1975,7,1975.07,"1975.07"
"1280","Aug   1975",39,"Aug","1975",1975,8,1975.08,"1975.08"
"1445","Sep   1975",39,"Sep","1975",1975,9,1975.09,"1975.09"
"1610","Oct   1975",44,"Oct","1975",1975,10,1975.1,"1975.1"
"1775","Nov   1975",65,"Nov","1975",1975,11,1975.11,"1975.11"
"1940","Dec   1975",53,"Dec","1975",1975,12,1975.12,"1975.12"
"126","Jan   1976",37,"Jan","1976",1976,1,1976.01,"1976.01"
"291","Feb   1976",36,"Feb","1976",1976,2,1976.02,"1976.02"
"456","Mar   1976",29,"Mar","1976",1976,3,1976.03,"1976.03"
"621","Apr   1976",10,"Apr","1976",1976,4,1976.04,"1976.04"
"786","May   1976",13,"May","1976",1976,5,1976.05,"1976.05"
"951","Jun   1976",19,"Jun","1976",1976,6,1976.06,"1976.06"
"1116","Jul   1976",27,"Jul","1976",1976,7,1976.07,"1976.07"
"1281","Aug   1976",17,"Aug","1976",1976,8,1976.08,"1976.08"
"1446","Sep   1976",27,"Sep","1976",1976,9,1976.09,"1976.09"
"1611","Oct   1976",23,"Oct","1976",1976,10,1976.1,"1976.1"
"1776","Nov   1976",22,"Nov","1976",1976,11,1976.11,"1976.11"
"1941","Dec   1976",41,"Dec","1976",1976,12,1976.12,"1976.12"
"127","Jan   1977",49,"Jan","1977",1977,1,1977.01,"1977.01"
"292","Feb   1977",28,"Feb","1977",1977,2,1977.02,"1977.02"
"457","Mar   1977",29,"Mar","1977",1977,3,1977.03,"1977.03"
"622","Apr   1977",16,"Apr","1977",1977,4,1977.04,"1977.04"
"787","May   1977",20,"May","1977",1977,5,1977.05,"1977.05"
"952","Jun   1977",14,"Jun","1977",1977,6,1977.06,"1977.06"
"1117","Jul   1977",12,"Jul","1977",1977,7,1977.07,"1977.07"
"1282","Aug   1977",13,"Aug","1977",1977,8,1977.08,"1977.08"
"1447","Sep   1977",22,"Sep","1977",1977,9,1977.09,"1977.09"
"1612","Oct   1977",28,"Oct","1977",1977,10,1977.1,"1977.1"
"1777","Nov   1977",17,"Nov","1977",1977,11,1977.11,"1977.11"
"1942","Dec   1977",28,"Dec","1977",1977,12,1977.12,"1977.12"
"128","Jan   1978",43,"Jan","1978",1978,1,1978.01,"1978.01"
"293","Feb   1978",28,"Feb","1978",1978,2,1978.02,"1978.02"
"458","Mar   1978",19,"Mar","1978",1978,3,1978.03,"1978.03"
"623","Apr   1978",30,"Apr","1978",1978,4,1978.04,"1978.04"
"788","May   1978",25,"May","1978",1978,5,1978.05,"1978.05"
"953","Jun   1978",32,"Jun","1978",1978,6,1978.06,"1978.06"
"1118","Jul   1978",16,"Jul","1978",1978,7,1978.07,"1978.07"
"1283","Aug   1978",7,"Aug","1978",1978,8,1978.08,"1978.08"
"1448","Sep   1978",0,"Sep","1978",1978,9,1978.09,"1978.09"
"1613","Oct   1978",0,"Oct","1978",1978,10,1978.1,"1978.1"
"1778","Nov   1978",27,"Nov","1978",1978,11,1978.11,"1978.11"
"1943","Dec   1978",42,"Dec","1978",1978,12,1978.12,"1978.12"
"129","Jan   1979",44,"Jan","1979",1979,1,1979.01,"1979.01"
"294","Feb   1979",15,"Feb","1979",1979,2,1979.02,"1979.02"
"459","Mar   1979",31,"Mar","1979",1979,3,1979.03,"1979.03"
"624","Apr   1979",20,"Apr","1979",1979,4,1979.04,"1979.04"
"789","May   1979",13,"May","1979",1979,5,1979.05,"1979.05"
"954","Jun   1979",17,"Jun","1979",1979,6,1979.06,"1979.06"
"1119","Jul   1979",8,"Jul","1979",1979,7,1979.07,"1979.07"
"1284","Aug   1979",15,"Aug","1979",1979,8,1979.08,"1979.08"
"1449","Sep   1979",29,"Sep","1979",1979,9,1979.09,"1979.09"
"1614","Oct   1979",24,"Oct","1979",1979,10,1979.1,"1979.1"
"1779","Nov   1979",34,"Nov","1979",1979,11,1979.11,"1979.11"
"1944","Dec   1979",22,"Dec","1979",1979,12,1979.12,"1979.12"
"130","Jan   1980",32,"Jan","1980",1980,1,1980.01,"1980.01"
"295","Feb   1980",37,"Feb","1980",1980,2,1980.02,"1980.02"
"460","Mar   1980",30,"Mar","1980",1980,3,1980.03,"1980.03"
"625","Apr   1980",19,"Apr","1980",1980,4,1980.04,"1980.04"
"790","May   1980",19,"May","1980",1980,5,1980.05,"1980.05"
"955","Jun   1980",65,"Jun","1980",1980,6,1980.06,"1980.06"
"1120","Jul   1980",44,"Jul","1980",1980,7,1980.07,"1980.07"
"1285","Aug   1980",45,"Aug","1980",1980,8,1980.08,"1980.08"
"1450","Sep   1980",35,"Sep","1980",1980,9,1980.09,"1980.09"
"1615","Oct   1980",37,"Oct","1980",1980,10,1980.1,"1980.1"
"1780","Nov   1980",63,"Nov","1980",1980,11,1980.11,"1980.11"
"1945","Dec   1980",31,"Dec","1980",1980,12,1980.12,"1980.12"
"131","Jan   1981",41,"Jan","1981",1981,1,1981.01,"1981.01"
"296","Feb   1981",31,"Feb","1981",1981,2,1981.02,"1981.02"
"461","Mar   1981",24,"Mar","1981",1981,3,1981.03,"1981.03"
"626","Apr   1981",22,"Apr","1981",1981,4,1981.04,"1981.04"
"791","May   1981",32,"May","1981",1981,5,1981.05,"1981.05"
"956","Jun   1981",24,"Jun","1981",1981,6,1981.06,"1981.06"
"1121","Jul   1981",23,"Jul","1981",1981,7,1981.07,"1981.07"
"1286","Aug   1981",33,"Aug","1981",1981,8,1981.08,"1981.08"
"1451","Sep   1981",92,"Sep","1981",1981,9,1981.09,"1981.09"
"1616","Oct   1981",51,"Oct","1981",1981,10,1981.1,"1981.1"
"1781","Nov   1981",60,"Nov","1981",1981,11,1981.11,"1981.11"
"1946","Dec   1981",50,"Dec","1981",1981,12,1981.12,"1981.12"
"132","Jan   1982",46,"Jan","1982",1982,1,1982.01,"1982.01"
"297","Feb   1982",55,"Feb","1982",1982,2,1982.02,"1982.02"
"462","Mar   1982",51,"Mar","1982",1982,3,1982.03,"1982.03"
"627","Apr   1982",64,"Apr","1982",1982,4,1982.04,"1982.04"
"792","May   1982",62,"May","1982",1982,5,1982.05,"1982.05"
"957","Jun   1982",41,"Jun","1982",1982,6,1982.06,"1982.06"
"1122","Jul   1982",35,"Jul","1982",1982,7,1982.07,"1982.07"
"1287","Aug   1982",46,"Aug","1982",1982,8,1982.08,"1982.08"
"1452","Sep   1982",41,"Sep","1982",1982,9,1982.09,"1982.09"
"1617","Oct   1982",50,"Oct","1982",1982,10,1982.1,"1982.1"
"1782","Nov   1982",62,"Nov","1982",1982,11,1982.11,"1982.11"
"1947","Dec   1982",70,"Dec","1982",1982,12,1982.12,"1982.12"
"133","Jan   1983",99,"Jan","1983",1983,1,1983.01,"1983.01"
"298","Feb   1983",44,"Feb","1983",1983,2,1983.02,"1983.02"
"463","Mar   1983",26,"Mar","1983",1983,3,1983.03,"1983.03"
"628","Apr   1983",29,"Apr","1983",1983,4,1983.04,"1983.04"
"793","May   1983",51,"May","1983",1983,5,1983.05,"1983.05"
"958","Jun   1983",34,"Jun","1983",1983,6,1983.06,"1983.06"
"1123","Jul   1983",45,"Jul","1983",1983,7,1983.07,"1983.07"
"1288","Aug   1983",31,"Aug","1983",1983,8,1983.08,"1983.08"
"1453","Sep   1983",36,"Sep","1983",1983,9,1983.09,"1983.09"
"1618","Oct   1983",49,"Oct","1983",1983,10,1983.1,"1983.1"
"1783","Nov   1983",66,"Nov","1983",1983,11,1983.11,"1983.11"
"1948","Dec   1983",51,"Dec","1983",1983,12,1983.12,"1983.12"
"134","Jan   1984",63,"Jan","1984",1984,1,1984.01,"1984.01"
"299","Feb   1984",80,"Feb","1984",1984,2,1984.02,"1984.02"
"464","Mar   1984",55,"Mar","1984",1984,3,1984.03,"1984.03"
"629","Apr   1984",44,"Apr","1984",1984,4,1984.04,"1984.04"
"794","May   1984",50,"May","1984",1984,5,1984.05,"1984.05"
"959","Jun   1984",66,"Jun","1984",1984,6,1984.06,"1984.06"
"1124","Jul   1984",45,"Jul","1984",1984,7,1984.07,"1984.07"
"1289","Aug   1984",64,"Aug","1984",1984,8,1984.08,"1984.08"
"1454","Sep   1984",82,"Sep","1984",1984,9,1984.09,"1984.09"
"1619","Oct   1984",68,"Oct","1984",1984,10,1984.1,"1984.1"
"1784","Nov   1984",105,"Nov","1984",1984,11,1984.11,"1984.11"
"1949","Dec   1984",71,"Dec","1984",1984,12,1984.12,"1984.12"
"135","Jan   1985",84,"Jan","1985",1985,1,1985.01,"1985.01"
"300","Feb   1985",73,"Feb","1985",1985,2,1985.02,"1985.02"
"465","Mar   1985",60,"Mar","1985",1985,3,1985.03,"1985.03"
"630","Apr   1985",49,"Apr","1985",1985,4,1985.04,"1985.04"
"795","May   1985",73,"May","1985",1985,5,1985.05,"1985.05"
"960","Jun   1985",51,"Jun","1985",1985,6,1985.06,"1985.06"
"1125","Jul   1985",54,"Jul","1985",1985,7,1985.07,"1985.07"
"1290","Aug   1985",46,"Aug","1985",1985,8,1985.08,"1985.08"
